airline,date_of_journey,source,destination,dep_time,arrival_time,duration_minute,total_stops,additional_info,price
Air India,2019-06-06,Kolkata,Banglore,10:00:00,05:25:00,1165,2,no info,13007
Jet Airways,2019-03-12,Banglore,New Delhi,07:00:00,21:20:00,860,1,no info,13817
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1,no info,12692
Spicejet,2019-05-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,no info,3873
Spicejet,2019-04-03,Banglore,Delhi,21:10:00,00:05:00,175,0,no info,3971
Air Asia,2019-05-18,Delhi,Cochin,16:45:00,07:10:00,865,1,no info,7353
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,9103
Indigo,2019-04-27,Banglore,Delhi,16:55:00,19:55:00,180,0,no info,4823
Air India,2019-06-12,Delhi,Cochin,09:00:00,19:15:00,615,1,no info,8372
Indigo,2019-06-06,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Multiple Carriers,2019-03-27,Delhi,Cochin,11:30:00,21:00:00,570,1,no info,12537
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1,no info,12739
Spicejet,2019-06-09,Delhi,Cochin,08:45:00,13:15:00,270,1,no check-in baggage included,5158
Multiple Carriers,2019-03-27,Delhi,Cochin,09:10:00,19:15:00,605,1,no info,10667
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,no info,16376
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1,in-flight meal not included,12373
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,800,1,in-flight meal not included,9899
Spicejet,2019-03-18,Banglore,New Delhi,20:30:00,23:20:00,170,0,no check-in baggage included,4273
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,20:45:00,1550,1,in-flight meal not included,7064
Indigo,2019-05-15,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4575
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,19:00:00,1005,1,in-flight meal not included,10262
Indigo,2019-04-03,Banglore,Delhi,20:00:00,22:50:00,170,0,no info,4823
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,16:10:00,550,1,no info,12284
Indigo,2019-05-06,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3419
Vistara,2019-05-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1,no info,9922
Air India,2019-05-18,Kolkata,Banglore,10:00:00,01:20:00,920,2,no info,13243
Multiple Carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1,in-flight meal not included,10197
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,15:15:00,435,1,no info,22270
Air India,2019-05-15,Kolkata,Banglore,16:45:00,08:55:00,970,2,no info,14960
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,13:15:00,450,1,no info,12284
Multiple Carriers,2019-06-03,Delhi,Cochin,03:50:00,19:00:00,910,1,no info,12192
Indigo,2019-03-27,Mumbai,Hyderabad,09:10:00,10:40:00,90,0,no info,4392
Air India,2019-05-24,Kolkata,Banglore,10:00:00,01:20:00,920,2,no info,14083
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,04:25:00,805,1,in-flight meal not included,12898
Indigo,2019-03-18,Chennai,Kolkata,11:35:00,14:00:00,145,0,no info,3858
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,08:15:00,945,1,in-flight meal not included,8586
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,07:40:00,530,1,no info,26890
Air India,2019-05-06,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,no info,3625
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,23:35:00,425,1,no info,14571
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,19:25:00,710,1,no info,5192
Indigo,2019-03-06,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,7295
Air India,2019-03-15,Banglore,New Delhi,08:15:00,12:15:00,240,1,no info,5013
Spicejet,2019-04-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,no check-in baggage included,3841
Indigo,2019-03-21,Delhi,Cochin,06:40:00,16:10:00,570,1,no info,6558
Indigo,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1,no info,8784
Indigo,2019-05-24,Kolkata,Banglore,08:10:00,13:00:00,290,1,no info,5069
Jet Airways,2019-05-18,Delhi,Cochin,11:00:00,14:15:00,195,0,in-flight meal not included,7202
Air India,2019-03-01,Banglore,New Delhi,11:05:00,22:45:00,700,1,no info,14069
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,15:30:00,480,1,no info,11269
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,04:40:00,520,1,in-flight meal not included,9663
Indigo,2019-04-03,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,no info,2754
Indigo,2019-06-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,5224
Multiple Carriers,2019-06-15,Delhi,Cochin,07:10:00,22:30:00,920,1,in-flight meal not included,6093
Jet Airways,2019-04-01,Delhi,Cochin,22:50:00,12:35:00,825,1,in-flight meal not included,5177
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,19:00:00,1325,1,in-flight meal not included,10262
Air India,2019-06-12,Delhi,Cochin,05:00:00,07:40:00,1600,2,no info,10231
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,12:35:00,1040,1,no info,14714
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,no info,2017
Indigo,2019-03-15,Banglore,New Delhi,16:15:00,20:35:00,260,1,no info,5607
Jet Airways,2019-06-06,Delhi,Cochin,19:15:00,04:25:00,550,1,in-flight meal not included,10262
Multiple Carriers,2019-06-12,Delhi,Cochin,08:30:00,19:15:00,645,1,no info,7354
Jet Airways,2019-06-09,Delhi,Cochin,16:00:00,19:00:00,1620,1,in-flight meal not included,10577
Indigo,2019-06-15,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Air Asia,2019-05-01,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4409
Air India,2019-03-01,Banglore,New Delhi,06:45:00,09:25:00,1600,2,2 long layover,26480
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,18:15:00,590,1,in-flight meal not included,10844
Jet Airways,2019-03-01,Banglore,New Delhi,09:45:00,14:25:00,280,1,business class,57209
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1,in-flight meal not included,7757
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,19:00:00,560,2,in-flight meal not included,10368
Multiple Carriers,2019-06-09,Delhi,Cochin,07:05:00,16:10:00,545,1,no info,9646
Indigo,2019-05-09,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,5224
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,04:25:00,1375,2,no info,15129
Indigo,2019-05-15,Chennai,Kolkata,14:45:00,17:05:00,140,0,no info,3597
Jet Airways,2019-05-15,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,7229
Jet Airways,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1,no info,14924
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2,in-flight meal not included,9254
Multiple Carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1,no info,36983
Air India,2019-06-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,no info,4145
Vistara,2019-03-21,Delhi,Cochin,14:55:00,17:50:00,175,0,no info,5586
Air India,2019-06-24,Delhi,Cochin,17:15:00,07:40:00,865,2,no info,11989
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,04:25:00,610,1,in-flight meal not included,10262
Air India,2019-03-01,Chennai,Kolkata,11:40:00,13:55:00,135,0,no info,19630
Vistara,2019-04-24,Banglore,Delhi,17:00:00,19:35:00,155,0,no info,5613
Jet Airways,2019-06-12,Delhi,Cochin,09:00:00,19:00:00,600,1,in-flight meal not included,10262
Air India,2019-03-09,Delhi,Cochin,08:40:00,19:15:00,635,1,no info,18959
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1,no info,14571
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,5769
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0,no info,3847
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1,no info,13044
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,19:15:00,730,1,no info,13378
Indigo,2019-03-03,Kolkata,Banglore,05:30:00,08:20:00,170,0,no info,4778
Jet Airways,2019-06-27,Banglore,Delhi,11:10:00,14:05:00,175,0,no info,8016
Air India,2019-06-24,Delhi,Cochin,12:00:00,19:15:00,435,2,no info,9548
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,12:35:00,330,1,in-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,04:25:00,745,1,in-flight meal not included,10262
Indigo,2019-03-21,Delhi,Cochin,08:25:00,21:00:00,755,1,no info,8285
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,18:50:00,590,1,in-flight meal not included,5963
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,in-flight meal not included,8529
Spicejet,2019-05-27,Chennai,Kolkata,08:20:00,10:35:00,135,0,no check-in baggage included,3543
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,800,1,in-flight meal not included,10844
Indigo,2019-03-09,Banglore,New Delhi,16:55:00,19:45:00,170,0,no info,10067
Indigo,2019-06-03,Banglore,Delhi,07:10:00,10:05:00,175,0,no info,4823
Indigo,2019-03-15,Banglore,New Delhi,14:25:00,19:25:00,300,1,no info,9165
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1,no info,16079
Air India,2019-03-03,Banglore,New Delhi,06:45:00,23:55:00,1030,2,no info,10573
Air India,2019-05-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1,no info,6612
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,21:00:00,780,1,no info,13587
Spicejet,2019-05-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,no info,4491
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,270,1,no info,5264
Indigo,2019-04-24,Banglore,Delhi,22:10:00,01:00:00,170,0,no info,3625
Jet Airways,2019-03-18,Banglore,New Delhi,08:00:00,07:40:00,1420,1,no info,12284
Multiple Carriers,2019-06-15,Delhi,Cochin,07:00:00,21:00:00,840,1,no info,7408
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1,no info,12121
Air India,2019-03-03,Delhi,Cochin,18:05:00,21:10:00,185,0,no info,8666
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,16:20:00,1575,1,in-flight meal not included,10844
Indigo,2019-06-24,Delhi,Cochin,10:35:00,21:00:00,625,1,no info,5894
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,01:30:00,750,1,no info,7198
Jet Airways,2019-05-12,Banglore,Delhi,06:00:00,08:45:00,165,0,no info,7229
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,18:50:00,1350,1,no info,7927
Multiple Carriers,2019-06-06,Delhi,Cochin,08:00:00,19:15:00,675,1,no info,14848
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0,no info,8016
Multiple Carriers,2019-06-01,Delhi,Cochin,13:15:00,22:30:00,555,1,no info,9646
Air Asia,2019-06-06,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4508
Vistara,2019-05-06,Banglore,Delhi,19:30:00,22:15:00,165,0,no info,4878
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,18:15:00,1400,1,no info,13044
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,22:05:00,750,1,no info,14151
Multiple Carriers,2019-03-06,Delhi,Cochin,10:45:00,19:15:00,510,1,no info,15077
Air India,2019-06-12,Kolkata,Banglore,14:15:00,16:45:00,150,0,no info,5510
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,10:25:00,1220,1,no info,20800
Indigo,2019-04-06,Banglore,Delhi,18:55:00,21:50:00,175,0,no info,4823
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,12:35:00,1415,1,in-flight meal not included,12373
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,08:15:00,1545,1,in-flight meal not included,9663
Goair,2019-03-09,Delhi,Cochin,06:00:00,13:20:00,440,1,no info,8422
Air Asia,2019-03-01,Banglore,New Delhi,23:25:00,02:10:00,165,0,red-eye flight,10873
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,19:15:00,535,1,in-flight meal not included,7268
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,10:45:00,1655,1,no info,8505
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,04:25:00,1130,2,in-flight meal not included,11507
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1,in-flight meal not included,8586
Air India,2019-06-03,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Air India,2019-03-18,Banglore,New Delhi,06:45:00,16:20:00,575,2,no info,12935
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:15:00,705,1,no info,8614
Spicejet,2019-05-01,Kolkata,Banglore,15:55:00,21:25:00,330,1,no info,8844
Indigo,2019-06-12,Kolkata,Banglore,11:30:00,14:05:00,155,0,no info,4804
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,22:35:00,850,1,in-flight meal not included,10031
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,04:25:00,450,1,in-flight meal not included,10262
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,07:40:00,1200,1,no info,12284
Jet Airways,2019-03-12,Banglore,New Delhi,08:55:00,23:00:00,845,1,no info,13817
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1,no info,11467
Air India,2019-03-21,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,no info,3100
Vistara,2019-03-24,Kolkata,Banglore,20:20:00,22:55:00,1595,1,no info,11682
Jet Airways,2019-05-18,Banglore,Delhi,11:10:00,14:05:00,175,0,no info,7229
Multiple Carriers,2019-05-21,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,9627
Multiple Carriers,2019-05-18,Delhi,Cochin,19:00:00,01:30:00,390,1,no info,7670
Jet Airways,2019-06-01,Delhi,Cochin,06:45:00,04:25:00,1300,2,no info,13376
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,01:30:00,830,1,no info,6795
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,12:35:00,940,1,in-flight meal not included,10262
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,19:45:00,2300,2,no info,16914
Indigo,2019-03-27,Chennai,Kolkata,19:35:00,21:55:00,140,0,no info,3858
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,16:45:00,1130,1,no info,12395
Air India,2019-05-12,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,no info,3100
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,09:00:00,1135,1,no info,17261
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,no info,4804
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,18:15:00,1335,1,in-flight meal not included,10844
Indigo,2019-04-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,no info,4174
Air Asia,2019-04-09,Kolkata,Banglore,06:50:00,10:30:00,220,1,no info,5162
Indigo,2019-05-03,Banglore,Delhi,10:10:00,13:00:00,170,0,no info,3943
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520,1,in-flight meal not included,5963
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:55:00,905,2,no info,17345
Jet Airways,2019-06-24,Delhi,Cochin,20:55:00,19:00:00,1325,1,in-flight meal not included,10262
Jet Airways,2019-05-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,in-flight meal not included,4995
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,520,1,in-flight meal not included,11848
Air India,2019-06-21,Banglore,Delhi,10:00:00,12:45:00,165,0,no info,6961
Air India,2019-03-09,Banglore,New Delhi,22:00:00,13:20:00,920,1,no info,8425
Spicejet,2019-06-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,no check-in baggage included,3841
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,23:35:00,1655,1,in-flight meal not included,10844
Multiple Carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,435,1,in-flight meal not included,7308
Air India,2019-05-12,Kolkata,Banglore,09:25:00,18:30:00,545,1,no info,8576
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,23:35:00,425,1,no info,14781
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,01:30:00,750,1,no info,13727
Jet Airways,2019-05-24,Banglore,Delhi,08:20:00,11:20:00,180,0,in-flight meal not included,4030
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1,no info,15554
Indigo,2019-06-09,Delhi,Cochin,04:55:00,21:00:00,965,1,no info,6093
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,7229
Multiple Carriers,2019-06-03,Delhi,Cochin,10:20:00,19:00:00,520,1,no info,11789
Indigo,2019-05-21,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,18:50:00,590,1,no info,11667
Air India,2019-03-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,no info,3100
Indigo,2019-03-21,Delhi,Cochin,08:25:00,15:30:00,425,1,no info,9709
Goair,2019-03-03,Delhi,Cochin,07:30:00,13:20:00,350,1,no info,6112
Multiple Carriers,2019-06-06,Delhi,Cochin,17:00:00,01:30:00,510,1,no info,7198
Jet Airways,2019-04-15,Delhi,Cochin,13:00:00,19:00:00,360,1,in-flight meal not included,6542
Spicejet,2019-03-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,4622
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2,in-flight meal not included,6643
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,19:00:00,1270,1,in-flight meal not included,10262
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1,no info,5947
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1,no info,15554
Indigo,2019-03-03,Delhi,Cochin,07:35:00,22:20:00,885,1,no info,11600
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1,in-flight meal not included,7064
Air India,2019-04-01,Banglore,Delhi,21:05:00,23:55:00,170,0,no info,4441
Air Asia,2019-03-09,Kolkata,Banglore,10:20:00,12:55:00,155,0,no info,4384
Jet Airways,2019-06-09,Delhi,Cochin,21:25:00,12:35:00,910,2,no info,13292
Multiple Carriers,2019-06-27,Delhi,Cochin,17:50:00,01:30:00,460,2,no info,18275
Spicejet,2019-04-12,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4885
Indigo,2019-06-06,Delhi,Cochin,18:35:00,01:30:00,415,1,no info,6628
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,09:45:00,800,1,no info,14151
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,21:00:00,490,1,no info,7740
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1,no info,13377
Jet Airways,2019-03-09,Delhi,Cochin,00:20:00,04:25:00,1685,1,no info,15029
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,18:15:00,1335,1,no info,14571
Air Asia,2019-06-03,Kolkata,Banglore,22:50:00,01:20:00,150,0,no info,4409
Air India,2019-03-21,Delhi,Cochin,09:45:00,23:00:00,795,1,no info,5704
Jet Airways,2019-03-06,Delhi,Cochin,18:15:00,04:25:00,610,1,no info,17024
Jet Airways,2019-06-06,Delhi,Cochin,18:25:00,04:25:00,600,2,no info,14237
Air India,2019-05-09,Kolkata,Banglore,12:00:00,07:55:00,1195,2,no info,9416
Multiple Carriers,2019-05-27,Delhi,Cochin,11:40:00,19:15:00,455,1,no info,9316
Jet Airways,2019-04-03,Banglore,Delhi,18:55:00,22:00:00,185,0,no info,7229
Multiple Carriers,2019-04-09,Delhi,Cochin,08:30:00,19:00:00,630,1,no info,10877
Air India,2019-03-15,Banglore,New Delhi,22:00:00,23:20:00,1520,1,no info,6850
Spicejet,2019-05-18,Kolkata,Banglore,11:35:00,18:50:00,435,1,no info,8479
Multiple Carriers,2019-05-27,Delhi,Cochin,08:00:00,21:00:00,780,1,in-flight meal not included,9450
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,180,0,no info,8016
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,12:00:00,330,1,no info,14571
Spicejet,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,no info,3597
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,04:25:00,1570,1,in-flight meal not included,12373
Spicejet,2019-05-09,Banglore,Delhi,09:30:00,12:20:00,170,0,no check-in baggage included,4885
Jet Airways,2019-06-24,Delhi,Cochin,11:45:00,04:25:00,1000,2,no info,13357
Goair,2019-06-24,Banglore,Delhi,11:40:00,14:30:00,170,0,no info,3898
Jet Airways,2019-06-24,Delhi,Cochin,19:30:00,04:25:00,535,2,no info,13014
Air India,2019-03-15,Banglore,New Delhi,08:15:00,08:50:00,1475,1,no info,5521
Indigo,2019-06-03,Delhi,Cochin,15:10:00,20:00:00,290,1,no info,6493
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,in-flight meal not included,2228
Indigo,2019-04-12,Kolkata,Banglore,21:25:00,00:05:00,160,0,no info,4174
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,22:25:00,870,1,no info,6253
Multiple Carriers,2019-06-09,Delhi,Cochin,16:00:00,01:30:00,570,1,no info,13587
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:55:00,945,1,no info,12732
Jet Airways,2019-04-21,Banglore,Delhi,19:50:00,22:50:00,180,0,in-flight meal not included,4544
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,10:45:00,865,1,no info,8662
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1,no info,13626
Spicejet,2019-04-03,Kolkata,Banglore,22:20:00,00:40:00,140,0,no info,3873
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,7229
Air India,2019-03-06,Mumbai,Hyderabad,06:10:00,21:15:00,905,1,no info,16666
Indigo,2019-03-21,Mumbai,Hyderabad,12:00:00,13:25:00,85,0,no info,3342
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,19:00:00,1620,1,in-flight meal not included,10262
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,19:00:00,845,1,no info,10678
Indigo,2019-03-21,Delhi,Cochin,21:05:00,01:45:00,280,1,no info,5947
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,01:30:00,760,1,no info,7530
Indigo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155,0,no info,5198
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,23:25:00,975,1,no info,8085
Indigo,2019-03-15,Banglore,New Delhi,10:10:00,13:00:00,170,0,no info,6144
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,09:45:00,800,1,in-flight meal not included,12384
Indigo,2019-03-24,Kolkata,Banglore,17:15:00,20:00:00,165,0,no info,6565
Multiple Carriers,2019-03-09,Delhi,Cochin,09:45:00,16:10:00,385,1,no info,8386
Air India,2019-06-12,Kolkata,Banglore,09:50:00,08:55:00,1385,2,no info,14960
Indigo,2019-06-24,Delhi,Cochin,16:10:00,22:30:00,380,1,no info,6412
Indigo,2019-06-12,Chennai,Kolkata,13:15:00,15:35:00,140,0,no info,3597
Multiple Carriers,2019-05-27,Delhi,Cochin,07:30:00,19:00:00,690,1,no info,11264
Multiple Carriers,2019-05-27,Delhi,Cochin,06:00:00,21:00:00,900,1,no info,8475
Indigo,2019-04-01,Banglore,Delhi,01:30:00,04:15:00,165,0,no info,4423
Spicejet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,no check-in baggage included,3841
Indigo,2019-05-24,Kolkata,Banglore,09:20:00,14:15:00,295,1,no info,9376
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1,no info,14781
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,19:00:00,715,1,no info,18581
Air India,2019-05-01,Kolkata,Banglore,12:00:00,07:55:00,1195,2,no info,10151
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,22:40:00,1580,1,no info,8452
Jet Airways,2019-05-27,Banglore,Delhi,19:50:00,22:50:00,180,0,no info,7229
Indigo,2019-05-27,Chennai,Kolkata,07:55:00,10:15:00,140,0,no info,3850
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2,no info,13014
Indigo,2019-05-15,Kolkata,Banglore,15:30:00,18:05:00,155,0,no info,4804
Air India,2019-03-24,Kolkata,Banglore,09:10:00,11:10:00,1560,2,no info,15187
Jet Airways,2019-05-21,Delhi,Cochin,10:00:00,19:00:00,540,1,no info,16079
Jet Airways,2019-05-09,Delhi,Cochin,10:00:00,12:35:00,1595,1,in-flight meal not included,12373
Indigo,2019-04-06,Delhi,Cochin,04:55:00,13:20:00,505,1,no info,5307
